temperature,rainfall,humidity
8.7,122.4,33
6.4,172.8,44
8.4,183.5,97
36.3,5.5,42
6.7,139.2,95
-7.0,159.9,29
-4.8,126.5,71
16.2,170.6,57
28.2,69.1,39
20.5,97.1,69
37.6,0.1,96
29.6,141.1,27
25.9,118.7,33
14.0,72.3,31
7.0,119.4,50
8.6,135.9,81
8.8,37.5,94
2.4,81.6,35
29.6,3.3,52
27.2,23.0,26
15.6,199.8,31
25.2,80.4,98
-7.9,67.4,78
39.6,28.6,43
-4.9,164.9,89
-3.8,61.2,59
1.5,141.7,43
-4.5,139.0,55
26.2,192.6,94
36.4,77.0,38
34.0,82.8,79
-4.1,181.7,28
34.9,91.6,98
24.4,41.3,97
3.3,98.8,57
10.4,92.5,24
10.8,72.6,58
-8.0,15.6,41
10.3,117.1,62
-5.9,132.1,34
37.8,16.2,30
18.3,81.8,61
31.1,7.6,82
-1.6,91.1,77
29.0,130.0,34
5.2,172.4,64
15.5,117.1,73
5.2,45.0,72
35.9,8.1,28
17.1,106.2,93
10.5,8.5,83
4.6,39.7,64
22.5,100.1,28
12.8,41.5,94
18.9,101.3,79
-8.8,156.2,96
10.9,168.3,24
19.0,186.8,93
16.1,172.2,87
5.0,114.0,99
33.0,141.8,50
8.7,2.9,94
17.2,56.3,29
11.2,77.2,34
19.3,64.0,53
29.8,81.3,29
13.7,78.4,94
-2.9,111.6,92
13.0,51.8,61
2.6,20.1,51
11.6,170.7,67
10.1,127.9,33
-7.8,189.3,36
-1.5,78.7,88
15.7,36.2,67
-2.3,70.0,88
16.6,66.0,81
8.0,96.9,97
19.2,120.2,99
6.5,127.1,80
21.8,126.6,54
18.0,178.2,30
12.3,87.6,48
23.3,25.0,100
0.3,89.3,58
27.3,42.6,81
10.2,173.4,99
27.6,83.2,77
39.0,143.2,80
34.5,49.1,40
27.7,194.8,20
31.4,22.9,86
13.4,130.1,94
6.7,137.9,62
31.2,18.9,63
24.6,142.4,49
32.6,51.5,77
32.5,192.6,59
-7.1,161.6,80
13.1,38.3,97
32.6,50.6,66
11.5,25.7,89
16.5,143.9,86
1.3,128.0,35
7.4,102.0,77
2.3,18.5,100
33.9,54.2,35
-5.8,126.8,98
-9.3,0.9,51
22.3,137.3,37
-2.7,186.7,87
18.1,28.5,44
30.4,96.6,96
-5.5,82.0,28
-6.1,42.8,67
11.9,72.1,30
3.3,130.1,82
37.6,56.2,41
21.1,46.4,68
9.4,109.0,36
34.1,46.3,85
27.1,165.3,26
38.8,193.5,98
19.5,176.5,70
4.1,152.8,83
10.2,169.1,54
37.7,94.2,74
12.8,173.9,64
12.2,129.6,70
12.8,170.2,34
24.5,82.5,27
8.8,118.6,86
23.0,126.1,24
17.6,151.9,98
12.1,69.3,98
-4.9,105.0,61
30.4,169.6,37
31.2,40.0,78
0.9,160.4,31
0.4,198.9,27
14.2,10.1,54
16.0,37.6,52
8.5,94.0,28
37.4,24.2,89
13.6,90.6,90
35.7,189.9,28
29.4,31.2,62
21.7,133.2,73
24.5,59.9,94
3.9,119.6,77
8.8,32.3,69
-5.8,114.1,49
21.5,157.3,70
25.1,76.4,41
-2.1,63.6,41
-8.9,166.2,87
35.6,5.1,71
6.7,114.1,53
20.1,119.9,44
23.4,39.0,65
-1.1,135.1,58
-3.1,69.9,21
17.0,173.9,44
10.9,107.0,98
11.4,157.0,88
-7.2,63.2,23
16.0,4.2,57
7.7,72.1,63
25.7,77.2,47
26.1,189.7,87
39.9,124.5,60
39.5,198.5,37
3.2,77.1,96
30.6,131.7,24
-1.3,5.1,21
33.8,182.3,46
18.5,188.7,97
1.2,197.3,21
-1.1,33.5,70
7.0,139.8,78
27.8,112.4,63
13.9,183.8,47
-9.7,79.2,45
-5.7,109.5,89
36.7,154.1,54
-1.6,144.1,53
16.6,72.7,41
24.7,8.8,48
3.6,183.1,70
-8.2,77.5,65
-9.2,25.8,100
27.5,46.5,30
1.5,66.8,72
-2.2,176.5,43
5.5,30.8,27
6.0,31.3,89
-6.4,13.6,54
7.4,56.4,98
-0.5,150.4,79
19.3,50.5,52
-9.6,89.1,26
27.6,9.3,87
25.1,7.6,26
-7.8,154.1,55
-3.0,7.7,36
-0.7,5.7,75
10.2,65.9,42
27.9,126.7,41
-7.0,196.1,32
34.7,133.8,89
30.7,142.1,20
20.8,153.7,27
-7.4,7.0,30
5.9,1.0,23
16.5,56.8,37
22.1,0.6,48
8.4,130.4,42
6.9,1.7,75
7.7,198.5,39
28.9,132.5,30
8.3,74.3,48
25.3,32.4,75
29.0,190.5,99
14.6,182.7,87
39.0,98.1,61
16.9,60.4,64
-5.3,88.2,89
0.8,103.0,31
3.6,198.3,74
19.6,94.2,45
10.0,0.0,54
22.0,24.9,76
11.9,160.4,72
21.4,21.9,35
-7.9,66.5,73
37.0,85.3,62
-8.8,59.2,28
28.6,56.5,86
36.5,42.2,38
30.9,83.4,35
-7.8,147.9,56
29.3,194.3,39
3.0,155.3,26
-2.8,160.1,78
8.5,13.6,92
15.4,42.9,95
6.0,47.2,55
32.5,153.4,50
-5.9,62.5,47
39.2,170.1,87
24.7,139.5,44
19.7,65.5,51
-5.2,139.9,25
20.0,56.5,100
-2.0,139.1,74
36.8,153.0,81
35.9,184.5,31
19.4,29.7,32
-2.9,168.6,73
-4.7,41.8,81
-9.9,2.1,71
-3.7,181.5,93
-8.9,198.4,29
33.1,66.6,45
36.4,43.0,24
5.2,110.6,87
-2.2,108.4,70
28.5,178.8,46
35.5,1.1,54
22.8,181.2,36
2.3,101.0,66
36.0,6.3,82
1.3,189.6,63
-2.1,130.8,77
13.3,40.8,62
-1.3,120.3,36
-4.9,113.5,69
1.9,157.1,58
-5.1,56.5,27
-8.5,143.5,82
29.0,75.7,70
22.7,39.4,79
18.4,67.6,31
-6.5,159.8,89
11.2,0.1,43
17.5,50.6,66
7.5,164.0,100
23.0,78.7,37
11.7,56.6,42
38.8,142.5,86
38.7,181.2,69
36.7,9.9,30
1.8,58.5,87
17.4,40.6,72
7.8,115.2,62
12.6,152.7,80
-7.0,149.3,98
8.6,101.4,35
8.6,96.4,43
36.6,23.5,94
27.0,125.3,85
7.5,85.4,74
21.1,187.8,100
39.8,80.2,25
15.0,54.7,86
-5.1,170.2,71
33.1,60.4,80
34.2,26.0,30
1.9,108.5,97
24.9,157.4,90
7.4,117.8,76
5.1,57.4,94
30.6,186.8,99
28.4,52.2,100
4.0,14.3,60
13.7,186.3,52
35.6,135.8,30
21.2,88.5,89
-10.0,79.3,83
35.3,133.5,52
-8.1,70.4,88
39.9,65.3,27
-1.7,136.7,71
34.0,193.6,77
28.5,161.2,67
29.5,167.0,38
22.6,3.4,67
15.0,140.4,94
23.1,165.4,39
16.8,22.5,99
32.3,195.4,23
-1.4,17.1,59
-8.0,89.7,60
-1.3,97.2,77
32.2,9.6,82
7.2,72.9,70
37.6,47.6,91
17.3,180.8,35
-8.2,12.3,96
3.0,164.4,27
32.5,157.4,97
31.0,28.3,34
-7.8,192.1,58
-5.0,121.2,38
-3.3,24.3,30
30.7,135.9,63
13.8,19.0,95
30.1,157.4,36
2.7,179.0,72
33.8,104.3,45
25.2,35.4,81
16.2,2.4,76
6.3,180.0,34
-4.9,36.2,80
8.3,195.8,42
31.6,65.6,57
36.4,113.4,55
30.5,26.8,76
-1.6,152.6,61
10.6,102.9,45
6.5,194.8,42
20.3,145.0,25
16.2,12.6,22
13.5,24.7,48
37.3,41.1,80
37.6,101.6,62
5.0,14.7,24
28.5,18.7,45
17.4,135.2,92
-9.9,36.7,97
3.4,163.2,85
21.9,91.5,73
38.8,190.9,34
-3.7,93.9,70
20.6,63.1,87
10.9,144.5,75
38.4,157.2,48
23.6,86.5,73
17.4,89.3,52
-9.7,199.7,44
25.0,95.5,53
39.3,36.3,97
25.9,90.4,91
15.2,93.3,42
20.9,46.6,52
32.7,106.5,57
33.7,162.7,35
-5.1,27.3,26
8.5,108.6,69
26.9,160.4,99
3.0,186.4,82
27.1,190.3,57
13.7,125.7,81
39.9,41.6,54
-0.1,119.4,96
33.0,182.8,59
8.2,90.3,89
6.5,36.0,81
-2.6,83.9,55
20.6,190.6,74
1.4,144.5,60
8.6,137.0,61
36.0,22.2,46
-6.0,130.4,70
38.7,160.1,78
31.5,23.8,42
33.3,93.0,30
-7.9,142.1,62
19.8,53.1,27
-9.8,38.0,22
4.7,183.6,85
30.9,97.8,42
31.0,146.0,56
21.1,80.2,95
-3.3,168.3,63
38.8,45.6,35
12.7,47.7,70
0.1,143.5,61
-7.8,12.7,60
-3.2,106.0,66
22.4,16.2,65
15.6,181.4,52
8.0,29.6,63
29.2,134.5,99
24.8,113.1,27
23.0,62.3,64
-9.8,110.4,88
1.4,166.4,54
-3.9,91.8,63
4.3,7.8,74
26.4,73.7,28
11.7,13.5,44
31.8,32.6,26
16.7,16.5,27
24.8,180.0,80
14.5,96.5,31
-9.0,188.7,92
28.9,128.9,35
31.5,20.1,34
28.2,25.2,25
2.0,50.8,94
14.4,63.0,75
33.1,135.0,61
-1.1,59.6,98
38.7,18.0,28
1.5,170.0,24
22.8,65.8,33
9.9,115.6,54
6.4,161.6,89
8.0,73.7,71
9.4,163.4,30
20.3,134.4,83
24.9,107.0,99
11.2,1.7,35
39.1,49.6,71
37.6,51.8,49
28.7,68.5,40
37.7,58.5,50
30.8,139.1,83
20.9,168.2,27
21.3,38.8,20
39.9,162.1,47
14.7,52.7,95
10.9,114.2,67
30.6,176.5,22
8.9,120.4,40
34.2,167.2,84
7.8,103.4,89
12.0,79.7,34
7.9,151.7,27
37.3,45.9,31
-3.6,146.5,58
1.7,80.7,68
3.7,68.1,76
-8.2,183.2,68
26.0,163.5,71
-9.1,75.9,65
34.5,74.6,91
-8.2,186.8,67
27.4,188.3,76
7.2,18.6,76
35.6,114.2,30
-3.9,6.9,70
25.0,5.7,99
7.6,32.0,20
10.8,173.1,28
3.5,149.7,66
4.3,192.2,43
30.1,13.5,42
19.3,29.4,48
15.1,137.7,26
20.2,104.6,56
-6.0,31.4,93
13.1,21.5,29
33.9,42.7,49
39.2,5.5,74
12.9,156.0,63
18.3,46.7,47
24.1,21.3,63
18.4,184.6,49
11.3,167.9,86
37.3,25.4,30
14.4,43.1,80
15.2,98.5,22
33.0,153.9,32
-8.7,52.3,75
9.8,127.1,39
29.2,109.2,23
13.5,19.9,22
3.2,30.8,39
0.7,59.7,98
31.9,14.7,62
36.7,32.7,83
24.3,46.2,24
-3.3,47.1,42
29.6,160.6,73
23.7,54.4,79
30.0,147.8,84
35.6,50.5,47
29.2,142.0,24
5.6,91.2,28
9.9,82.4,66
-1.2,72.2,53
17.5,110.5,26
1.0,94.7,81
8.6,15.4,89
20.7,199.1,90
39.8,33.8,61
21.7,77.1,65
21.4,71.6,77
-1.2,64.1,73
3.6,26.1,32
15.2,59.6,36
32.1,79.0,70
24.7,109.4,78
10.8,147.7,30
22.4,158.2,98
15.6,192.9,73
33.8,86.8,88
22.7,61.8,72
28.6,121.8,54
11.7,108.2,25
4.2,97.1,46
14.4,67.5,65
-4.2,23.7,90
7.8,98.4,29
30.5,138.2,45
4.1,79.0,86
37.9,26.8,83
14.4,46.5,93
8.3,141.4,56
25.4,194.6,79
5.4,80.4,71
9.8,91.4,62
-3.3,28.0,88
15.0,94.1,25
21.0,154.8,61
37.3,54.3,68
12.0,195.8,27
8.2,78.5,34
14.1,111.2,48
18.5,90.5,26
32.3,31.1,50
8.0,37.1,63
-7.0,168.9,26
40.0,64.2,85
30.9,149.1,62
39.4,81.2,76
12.1,94.4,29
20.6,162.1,73
-6.8,81.5,48
21.5,22.6,32
4.5,199.6,88
39.0,124.3,82
1.1,22.0,70
18.7,11.6,90
36.8,107.9,96
15.9,73.6,88
2.9,183.9,29
-4.7,23.0,33
6.7,16.6,56
23.1,64.8,61
18.1,58.0,82
19.5,114.5,36
35.1,40.2,51
7.2,9.6,58
26.8,72.2,48
16.6,140.9,39
19.7,114.0,60
16.4,187.7,62
39.1,53.4,75
-2.8,110.5,41
-9.6,166.4,79
-0.4,108.0,48
23.9,22.0,73
8.3,69.3,100
-0.8,162.2,99
36.4,26.4,23
15.3,48.4,27
-3.2,186.0,35
8.2,39.8,68
23.9,169.0,30
-7.5,167.0,26
5.4,161.8,51
39.4,166.8,38
-2.5,112.5,77
25.7,57.8,67
0.0,26.7,56
-6.3,95.1,75
24.7,57.3,20
36.7,162.9,30
22.7,19.5,46
28.7,119.7,53
1.9,16.2,100
22.7,127.0,50
-5.4,74.3,73
-8.3,161.2,44
36.6,42.7,49
20.4,105.2,40
-1.8,14.4,34
22.1,68.2,66
36.9,107.7,89
32.5,84.2,23
-8.4,88.9,23
-2.3,0.3,77
12.0,54.8,39
29.0,169.9,27
-4.8,15.4,80
17.2,110.1,66
25.7,95.2,38
-5.7,157.1,73
-1.8,132.4,66
35.6,9.2,97
32.2,64.9,86
7.7,23.6,49
-5.0,0.4,53
-8.8,47.3,56
22.6,168.8,80
-3.5,160.4,35
7.6,12.5,90
-4.0,188.2,67
18.7,63.9,34
11.9,6.2,43
31.6,17.1,91
32.2,146.2,63
38.1,38.3,22
32.3,47.8,62
13.0,1.0,77
-1.5,107.2,63
37.7,162.4,63
39.8,53.1,36
11.8,80.4,66
31.8,162.6,62
28.2,94.0,84
-0.4,187.9,44
28.5,168.5,28
-0.8,81.4,28
19.7,150.5,25
7.6,4.3,76
-2.4,59.9,48
26.2,117.8,24
8.7,181.5,77
15.7,165.5,89
11.2,189.4,68
-9.3,63.2,100
4.6,98.1,83
19.1,138.7,39
26.7,25.9,28
35.3,74.7,77
-5.6,95.4,43
8.5,118.6,62
32.2,5.2,85
11.1,5.7,87
13.6,129.9,58
26.3,191.0,60
-8.7,48.1,95
39.9,145.0,93
27.7,113.6,79
7.4,146.5,57
35.9,28.4,22
37.1,163.6,20
0.4,100.6,52
27.5,100.3,97
-6.7,98.7,35
5.5,44.0,83
29.0,130.0,78
19.7,186.4,65
12.8,157.3,81
1.3,80.0,57
2.9,135.8,94
24.7,125.8,20
36.2,97.4,57
33.9,21.5,58
1.7,19.6,64
-2.5,67.1,58
27.7,167.9,35
-3.4,186.6,44
-1.5,124.0,61
32.4,154.3,32
-2.2,42.9,29
6.5,138.1,35
2.3,78.0,34
33.1,123.9,67
-4.3,176.0,62
18.3,36.1,62
6.3,70.0,40
24.3,192.8,73
-7.3,11.8,94
-8.6,14.5,85
31.7,155.3,26
31.4,68.0,66
22.5,196.9,72
30.7,37.8,85
26.8,65.5,68
9.2,3.1,97
24.9,127.7,65
16.5,12.6,46
20.3,144.4,55
4.0,198.7,66
10.4,106.0,48
-7.3,73.6,86
10.8,53.7,31
31.8,170.9,89
11.3,103.2,57
29.0,193.9,58
32.7,53.6,27
0.0,28.8,100
36.7,20.7,28
34.5,96.8,78
-9.8,81.6,56
17.3,188.0,52
-5.0,67.9,54
8.9,168.0,90
38.4,186.7,40
21.3,144.8,56
6.5,93.7,98
35.0,149.2,97
-6.6,188.1,49
-1.8,56.5,93
-0.7,100.8,32
15.6,37.7,50
33.8,24.0,39
37.8,200.0,84
38.5,124.0,69
9.1,29.3,73
21.3,47.7,87
27.1,64.0,45
33.3,46.8,97
25.0,80.4,87
39.7,175.5,31
1.2,93.6,70
-6.1,89.4,44
-5.2,158.6,37
37.2,135.2,52
25.5,166.3,86
-7.6,18.1,45
6.3,47.7,49
38.3,171.1,92
7.6,149.4,89
21.7,114.2,79
34.1,6.1,60
-2.5,89.2,63
10.3,35.9,69
36.2,82.2,96
31.8,132.4,39
32.7,111.0,73
34.8,162.7,72
24.1,63.7,67
6.5,62.7,26
1.6,73.4,82
35.5,17.7,76
-6.6,170.5,66
16.1,57.2,75
-1.8,182.5,44
3.7,126.8,36
38.0,144.9,95
4.0,5.7,52
-6.0,92.6,38
27.5,185.8,73
12.1,148.9,67
15.6,126.8,31
35.4,65.3,34
30.7,3.4,94
11.0,66.5,73
16.3,159.4,26
13.7,48.2,74
-2.5,76.4,97
16.3,177.5,66
34.0,197.5,26
36.2,174.6,99
-5.4,185.9,48
24.9,165.5,39
31.2,8.7,83
32.7,160.2,26
17.6,92.2,62
-1.9,75.5,83
14.6,16.1,22
17.0,100.2,64
15.8,75.2,62
39.8,174.3,63
19.3,158.1,73
15.5,175.9,21
26.0,74.5,44
25.4,119.8,89
8.1,130.4,82
29.9,139.1,74
8.8,178.7,88
27.0,144.3,34
5.3,138.9,64
34.3,9.5,83
8.4,80.7,43
-9.0,82.4,80
12.2,18.9,24
33.7,39.6,34
10.9,26.3,45
-7.1,43.5,93
16.2,4.2,63
19.0,156.9,71
-4.1,79.4,78
5.5,17.6,63
39.6,143.3,71
-2.4,5.0,37
36.5,125.0,35
17.1,187.1,20
9.4,56.8,79
38.4,198.5,41
-3.4,22.7,47
20.4,147.0,93
11.4,26.6,58
4.8,126.4,63
-4.4,41.7,93
37.8,95.1,62
15.1,173.8,53
18.4,177.5,89
17.2,51.3,32
1.5,142.5,25
18.1,128.7,47
34.4,129.8,22
38.5,93.9,44
30.0,164.7,52
-9.5,151.5,21
4.1,93.7,94
36.2,137.7,91
39.6,180.1,28
4.8,174.0,84
16.3,32.8,62
18.3,9.6,99
25.7,53.7,83
26.3,180.2,78
-3.2,34.1,62
-4.4,162.9,55
-3.8,160.1,88
8.4,168.1,90
10.7,48.8,74
4.1,199.0,79
-2.5,155.5,93
20.5,160.7,60
27.0,36.4,88
6.9,123.4,27
9.5,142.7,96
-8.6,99.7,87
0.3,113.6,69
22.3,169.7,83
0.7,10.8,74
37.0,58.4,52
13.5,66.0,48
36.3,138.1,86
30.7,104.1,55
26.2,93.2,31
29.7,24.5,25
-6.7,183.1,66
23.1,161.2,90
8.2,55.7,48
32.4,101.7,21
0.9,52.4,32
6.9,190.7,43
26.9,55.5,83
1.1,110.6,96
34.1,81.2,24
31.2,7.8,54
21.4,3.7,100
28.5,162.6,53
13.5,109.8,50
-2.0,191.3,74
14.0,161.0,54
16.7,158.5,28
12.5,87.3,34
1.0,142.0,95
26.5,160.5,67
8.9,66.0,47
38.4,111.4,69
-1.2,6.4,82
-2.9,64.1,95
19.1,169.9,65
-1.7,192.3,50
30.6,169.1,43
32.2,143.0,61
-5.2,175.6,53
-8.0,72.9,59
10.3,40.0,97
38.6,63.2,38
13.7,192.4,22
-0.4,185.6,33
-2.3,26.7,48
20.2,73.0,50
11.7,189.0,43
-5.1,37.3,71
-0.8,158.6,28
18.9,88.8,67
7.2,52.0,100
2.0,88.7,85
24.5,180.0,69
-5.9,89.5,48
27.2,149.6,60
33.2,75.7,99
18.8,98.2,38
29.4,73.6,34
39.6,67.3,32
29.3,155.4,78
39.1,122.3,51
17.7,25.3,30
32.7,9.6,31
20.5,145.9,83
35.3,53.1,38
13.7,100.8,69
28.5,38.0,61
25.6,75.3,37
-1.4,17.3,48
-3.7,161.9,73
-5.8,145.7,88
19.9,109.9,45
14.5,130.0,89
34.0,15.9,94
7.0,105.6,54
14.9,193.8,81
-7.4,143.9,87
9.1,43.7,64
34.3,2.7,68
4.7,182.2,40
-8.4,76.2,88
26.7,123.1,64
28.1,124.5,21
1.5,1.4,67
23.1,35.0,25
31.5,78.6,87
29.3,126.3,37
20.7,151.8,62
36.4,112.4,86
28.1,186.9,40
36.3,23.9,57
-7.4,71.3,35
17.0,115.3,44
2.8,192.2,79
21.3,25.0,63
10.8,55.6,96
35.0,0.3,79
3.0,70.9,47
21.5,74.2,40
21.5,176.8,39
33.8,78.6,63
20.6,36.3,53
-8.8,111.6,95
24.5,199.0,55
10.1,76.3,80
25.9,123.0,82
-4.8,184.4,28
-9.2,34.7,36
30.4,94.2,46
31.4,116.5,48
-0.5,77.8,22
-8.7,156.2,99
39.5,165.2,49
7.5,176.9,84
26.6,104.6,57
8.4,134.5,84
33.4,21.5,21
37.0,174.2,46
-9.3,59.3,24
36.9,71.4,67
11.6,110.3,49
21.2,105.1,98
12.1,7.1,25
24.8,170.5,68
5.4,80.1,60
29.6,116.7,55
18.4,192.8,82
14.4,72.7,81
1.8,96.2,79
28.9,181.0,92
3.3,6.5,48
18.1,179.0,87
-0.9,55.1,50
-0.3,62.8,97
20.3,101.8,72
-7.6,176.6,83
37.2,91.3,32
3.0,34.3,71
14.6,47.7,39
24.0,57.7,29
-8.1,116.1,20
34.3,50.4,60
3.4,30.0,37
10.3,9.5,46
31.9,81.3,46
23.2,160.9,40
15.1,151.3,23
4.7,4.5,48
32.4,41.8,89
22.9,194.2,62
-9.1,180.2,66
22.0,106.6,68
37.5,167.4,57
32.4,130.6,78
4.8,84.8,57
-10.0,89.2,65
-4.1,90.8,97
39.1,186.2,67
-1.5,74.5,58
22.6,140.4,59
-7.3,141.9,36
36.7,162.8,72
38.9,46.9,63
-0.6,46.5,58
-8.5,151.2,53
27.5,110.1,68
6.1,74.1,55
10.2,192.7,35
6.2,144.7,92
30.1,152.3,47
-1.7,68.7,29
-7.6,157.4,68
16.4,44.0,91
-6.0,164.5,90
26.5,160.6,48
2.6,17.4,60
21.3,23.2,95
15.0,46.2,89
-5.3,21.0,57
30.8,124.9,48
16.7,11.4,36
35.5,193.5,62
33.5,125.5,39
28.8,154.5,26
12.0,50.2,98
27.0,128.7,78
23.3,97.8,52
3.0,70.8,25
10.5,2.7,88
39.6,103.9,39
24.9,155.6,27
24.7,180.3,33
6.0,34.6,46
16.3,68.6,62
35.4,40.6,69
30.1,187.3,42
24.4,119.6,90
-10.0,161.6,96
22.6,65.5,58
31.0,190.3,66
11.5,140.7,28
-7.9,71.5,60
-6.0,151.1,56
-9.8,129.5,27
1.5,119.6,68
-9.4,174.2,25
0.8,31.3,74
23.5,51.3,45
7.3,148.5,98
10.4,130.8,80
14.8,39.8,38
4.9,17.8,96
33.5,124.3,45
13.5,174.3,83
29.2,11.1,92
-7.2,54.9,55
11.5,176.8,50
24.5,93.7,48
4.6,138.2,78
22.3,45.3,65
7.2,45.2,30
13.5,94.8,89
3.3,33.0,79
14.6,103.9,78
16.2,133.0,24
12.2,111.3,62
-0.3,31.0,45
-2.1,104.8,50
11.1,124.5,32
27.6,112.0,83
24.7,40.2,99
8.5,78.6,84
-9.9,118.2,57
-8.8,178.1,61
-8.1,198.5,25
38.2,199.1,69
4.9,80.3,28
18.6,182.9,56
37.2,80.6,73
31.1,38.6,34
9.1,134.2,73
20.9,44.7,65
18.0,145.5,96
24.3,114.4,26
26.8,79.7,36
1.1,2.2,49
30.7,77.7,100
7.4,12.2,41
38.5,2.2,64
4.4,4.6,38
13.3,12.3,61
25.2,97.9,82
39.6,48.9,22
-4.8,180.1,85
-3.6,166.4,50
-7.7,42.3,26
25.3,157.7,41
25.7,115.2,37
18.8,35.6,31
-3.6,21.0,94
14.7,45.8,31
1.2,177.1,43
35.3,148.5,89
6.4,164.9,47
9.8,41.3,64
36.8,30.7,98
-2.1,31.4,46
-0.2,132.3,36
12.8,90.3,72
38.6,23.9,52
12.3,65.6,33
15.3,41.6,51
-6.3,126.7,51
19.9,33.7,59
9.7,63.2,82
12.8,67.2,21
-0.4,195.6,38
34.6,130.7,83
22.7,129.4,85
5.8,159.6,95
-5.2,135.2,35
28.1,98.9,60
26.8,57.8,24
18.3,71.3,79
21.5,195.6,77
17.6,157.0,33
8.5,98.9,73
36.9,129.0,27
9.5,146.9,54
-0.9,56.5,99
12.8,53.3,65
34.1,195.5,96
30.6,54.0,99
-5.3,43.2,27
14.8,54.5,93
13.0,113.4,24
25.6,145.7,98
12.2,53.9,61
27.5,50.1,30
14.5,196.9,28
-7.9,149.6,42
-4.4,79.1,47
19.8,66.4,95
18.6,65.4,37
23.0,104.7,49
-8.8,62.6,60
-8.8,188.3,49
35.5,129.7,77
21.6,145.8,64
38.0,65.4,53
24.6,67.0,47
0.9,111.0,34
7.5,31.8,67
13.7,12.2,71
29.0,34.0,36
3.0,139.4,69
15.9,122.6,39
5.6,198.9,35
6.1,171.0,62
-2.3,53.4,31
-6.2,107.7,49
-3.0,5.3,64
28.3,53.7,53
-1.3,174.1,57
32.3,63.6,84
39.4,3.5,72
-1.7,198.7,50
-5.9,116.9,46
18.0,68.1,27
14.0,155.9,39
13.4,190.0,54
-3.0,182.0,63
9.8,99.3,42
17.6,77.8,76
33.5,13.1,45
9.3,68.4,65
-9.3,89.9,47
-2.3,31.7,44
-8.1,126.4,47
21.6,107.3,99
26.6,6.7,78
0.6,1.8,53
32.6,67.3,23
1.9,136.0,62
-1.6,30.0,22
2.6,83.0,78
16.4,18.2,34
14.2,129.0,41
26.6,132.6,49
30.6,90.8,100
-2.2,86.0,20
5.1,92.7,83
17.1,163.3,52
28.6,175.6,94
37.1,180.0,62
-5.6,30.4,38
26.0,184.6,25
7.0,47.9,48
13.4,121.4,45
25.2,158.0,56
36.1,149.9,55
6.2,101.1,30
29.8,65.9,100
2.7,45.3,28
17.9,138.3,35
24.6,188.3,39
13.1,122.0,34
-9.4,88.2,65
32.2,80.6,46
3.7,146.2,71
34.8,24.3,75
37.3,153.0,36
36.2,4.3,57
39.7,61.5,55
27.7,152.1,60
7.7,51.1,72
18.3,8.2,70
23.9,181.6,85
31.3,152.0,56
17.0,187.2,22
-6.1,150.4,85
20.5,160.0,28
11.4,190.4,68
3.6,109.0,85
28.7,182.6,95
-9.7,126.2,72
38.2,85.2,51
19.9,28.0,34
21.2,61.1,76
26.1,95.7,25
28.9,37.3,91
-1.2,43.6,52
6.4,40.1,67
38.2,112.8,45
-5.7,185.1,30
7.3,34.3,33
36.4,191.2,62
-5.2,74.6,39
24.9,120.8,75
36.7,43.2,100
15.2,19.9,63
38.1,185.1,25
37.0,184.5,95
22.5,189.7,64
-3.6,39.7,55
-8.4,127.9,43
13.6,117.3,31
13.3,163.7,35
-0.8,135.9,34
3.1,110.7,79
33.5,164.2,45
9.8,40.2,66
28.5,17.3,87
11.7,195.8,100
7.5,140.5,71
16.6,160.4,100
31.3,89.1,91
28.5,24.1,27
15.2,66.8,52
29.3,170.2,73
11.5,65.5,85
14.3,177.4,77
-5.1,194.3,25
-8.5,64.8,99
15.8,170.5,53
18.8,160.1,54
6.6,197.3,71
12.0,109.1,63
33.8,42.2,39
33.4,95.6,43
22.3,151.1,94
35.8,17.3,81
11.1,5.1,28
16.0,138.4,49
-1.1,192.3,52
26.6,170.3,72
30.8,123.4,30
-8.3,55.8,27
19.5,100.8,84
37.8,174.9,69
33.7,27.7,98
14.4,174.1,34
18.2,84.5,29
31.0,72.1,66
11.3,130.8,23
-9.6,92.6,42
6.9,45.1,51
9.7,64.2,81
19.4,196.1,44
35.8,25.3,82
10.2,116.5,25
16.4,180.1,44
21.8,139.0,80
21.3,189.0,46
15.4,112.2,81
-7.6,157.7,95
30.6,14.5,99
20.6,154.8,92
21.0,57.8,24
-7.3,96.8,48
1.1,176.9,45
27.4,166.6,84
10.7,72.2,40
35.8,39.8,29
29.2,122.6,62
4.1,33.9,77
16.4,22.1,27
34.9,166.8,50
28.6,6.5,25
21.9,5.0,22
-5.0,62.9,77
-4.9,12.3,36
14.2,124.2,99
26.3,63.3,23
7.7,54.8,55
24.5,179.1,87
8.4,77.5,59
15.9,157.1,36
-3.1,86.4,75
15.6,107.1,34
-2.9,113.5,35
18.1,162.5,87
13.7,67.4,79
18.8,40.2,51
-7.1,33.1,31
36.5,193.5,34
24.8,37.4,25
14.5,93.9,58
17.9,18.1,44
-3.3,24.2,22
39.3,43.9,78
21.1,46.2,74
0.0,34.5,24
-3.5,15.7,21
23.4,178.7,59
23.1,46.7,52
32.7,97.9,74
8.3,48.2,56
12.6,53.2,48
20.9,39.7,80
12.3,150.7,67
39.5,195.6,39
27.3,170.2,70
18.3,2.5,100
22.6,157.4,27
-9.6,49.9,55
16.7,136.9,73
-2.6,36.8,64
11.5,134.1,81
25.3,27.8,39
-7.2,83.3,88
31.3,77.0,94
